"symbol","entrez","entrez_mouse","symbol_mouse"
"SPRN","503542","212518","Sprn"
"SPRR1A","6698","20753","Sprr1a"
"SPRR2A","6700","20758","Sprr2d"
"SPRR3","6707","20766","Sprr3"
"SPRR4","163778","229562","Sprr4"
"SPRTN","83932","244666","Sprtn"
"SPRY1","10252","24063","Spry1"
"SPRY2","10253","24064","Spry2"
"SPRY3","10251","236576","Spry3"
"SPRY4","81848","24066","Spry4"
"SPRYD3","84926","223918","Spryd3"
"SPRYD4","283377","66701","Spryd4"
"SPRYD7","57213","66674","Spryd7"
"SPSB1","80176","74646","Spsb1"
"SPSB3","90864","79043","Spsb3"
"SPSB4","92369","211949","Spsb4"
"SPTA1","6708","20739","Spta1"
"SPTAN1","6709","20740","Sptan1"
"SPTB","6710","20741","Sptb"
"SPTBN1","6711","20742","Sptbn1"
"SPTBN2","6712","20743","Sptbn2"
"SPTBN4","57731","80297","Sptbn4"
"SPTBN5","51332","640524","Sptbn5"
"SPTLC1","10558","268656","Sptlc1"
"SPTLC2","9517","20773","Sptlc2"
"SPTLC3","55304","228677","Sptlc3"
"SPTSSA","171546","104725","Sptssa"
"SPTSSB","165679","66183","Sptssb"
"SPTY2D1","144108","101685","Spty2d1"
"SPX","80763","319552","Spx"
"SPZ1","84654","79401","Spz1"
"SQLE","6713","20775","Sqle"
"SQOR","58472","59010","Sqor"
"SQSTM1","8878","18412","Sqstm1"
"SRA1","10011","24068","Sra1"
"SRARP","149563","277744","Srarp"
"SRBD1","55133","78586","Srbd1"
"SRC","6714","20779","Src"
"SRCAP","10847","100043597","Srcap"
"SRCIN1","80725","56013","Srcin1"
"SRD5A1","6715","78925","Srd5a1"
"SRD5A2","6716","94224","Srd5a2"
"SRD5A3","79644","57357","Srd5a3"
"SREBF1","6720","20787","Srebf1"
"SREBF2","6721","20788","Srebf2"
"SREK1","140890","218543","Srek1"
"SREK1IP1","285672","67288","Srek1ip1"
"SRF","6722","20807","Srf"
"SRFBP1","153443","67222","Srfbp1"
"SRGAP1","57522","117600","Srgap1"
"SRGAP3","9901","259302","Srgap3"
"SRGN","5552","19073","Srgn"
"SRI","6717","109552","Sri"
"SRL","6345","106393","Srl"
"SRM","6723","20810","Srm"
"SRMS","6725","20811","Srms"
"SRP14","6727","20813","Srp14"
"SRP19","6728","66384","Srp19"
"SRP54","6729","24067","Srp54a"
"SRP54","6729","665155","Srp54b"
"SRP54","6729","100101806","Srp54c"
"SRP68","6730","217337","Srp68"
"SRP72","6731","66661","Srp72"
"SRP9","6726","27058","Srp9"
"SRPK1","6732","20815","Srpk1"
"SRPK2","6733","20817","Srpk2"
"SRPK3","26576","56504","Srpk3"
"SRPRA","6734","67398","Srpr"
"SRPRB","58477","20818","Srprb"
"SRPX","8406","51795","Srpx"
"SRPX2","27286","68792","Srpx2"
"SRR","63826","27364","Srr"
"SRRD","402055","70118","Srrd"
"SRRM1","10250","51796","Srrm1"
"SRRM2","23524","75956","Srrm2"
"SRRM3","222183","58212","Srrm3"
"SRRM4","84530","68955","Srrm4"
"SRRT","51593","83701","Srrt"
"SRSF1","6426","110809","Srsf1"
"SRSF10","10772","14105","Srsf10"
"SRSF11","9295","69207","Srsf11"
"SRSF12","135295","272009","Srsf12"
"SRSF2","6427","20382","Srsf2"
"SRSF3","6428","20383","Srsf3"
"SRSF4","6429","57317","Srsf4"
"SRSF5","6430","20384","Srsf5"
"SRSF6","6431","67996","Srsf6"
"SRSF7","6432","225027","Srsf7"
"SRSF9","8683","108014","Srsf9"
"SRXN1","140809","76650","Srxn1"
"SRY","6736","21674","Sry"
"SS18","6760","268996","Ss18"
"SS18L1","26039","269397","Ss18l1"
"SS18L2","51188","26901","Ss18l2"
"SSB","6741","20823","Ssb"
"SSBP1","6742","381760","Ssbp1"
"SSBP2","23635","66970","Ssbp2"
"SSBP3","23648","72475","Ssbp3"
"SSBP4","170463","76900","Ssbp4"
"SSC4D","136853","109267","Ssc4d"
"SSC5D","284297","269855","Ssc5d"
"SSH1","54434","231637","Ssh1"
"SSH2","85464","237860","Ssh2"
"SSH3","54961","245857","Ssh3"
"SSMEM1","136263","75647","Ssmem1"
"SSNA1","8636","68475","Ssna1"
"SSPN","8082","16651","Sspn"
"SSPOP","23145","243369","Sspo"
"SSR1","6745","107513","Ssr1"
"SSR2","6746","66256","Ssr2"
"SSR3","6747","67437","Ssr3"
"SSR4","6748","20832","Ssr4"
"SSRP1","6749","20833","Ssrp1"
"SST","6750","20604","Sst"
"SSTR1","6751","20605","Sstr1"
"SSTR2","6752","20606","Sstr2"
"SSTR3","6753","20607","Sstr3"
"SSTR4","6754","20608","Sstr4"
"SSTR5","6755","20609","Sstr5"
"SSU72","29101","68991","Ssu72"
"SSUH2","51066","243612","Ssu2"
"SSX2IP","117178","99167","Ssx2ip"
"ST13","6767","70356","St13"
"ST14","6768","19143","St14"
"ST18","9705","240690","St18"
"ST20-MTHFS","100528021","100039707","Mthfsl"
"ST3GAL1","6482","20442","St3gal1"
"ST3GAL2","6483","20444","St3gal2"
"ST3GAL3","6487","20441","St3gal3"
"ST3GAL4","6484","20443","St3gal4"
"ST3GAL5","8869","20454","St3gal5"
"ST3GAL6","10402","54613","St3gal6"
"ST6GAL1","6480","20440","St6gal1"
"ST6GAL2","84620","240119","St6gal2"
"ST6GALNAC1","55808","20445","St6galnac1"
"ST6GALNAC2","10610","20446","St6galnac2"
"ST6GALNAC3","256435","20447","St6galnac3"
"ST6GALNAC4","27090","20448","St6galnac4"
"ST6GALNAC5","81849","26938","St6galnac5"
"ST6GALNAC6","30815","50935","St6galnac6"
"ST7L","54879","229681","St7l"
"ST8SIA1","6489","20449","St8sia1"
"ST8SIA2","8128","20450","St8sia2"
"ST8SIA3","51046","20451","St8sia3"
"ST8SIA4","7903","20452","St8sia4"
"ST8SIA5","29906","225742","St8sia5"
"ST8SIA6","338596","241230","St8sia6"
"STAB1","23166","192187","Stab1"
"STAB2","55576","192188","Stab2"
"STAC","6769","20840","Stac"
"STAC2","342667","217154","Stac2"
"STAC3","246329","237611","Stac3"
"STAG1","10274","20842","Stag1"
"STAG2","10735","20843","Stag2"
"STAG3","10734","50878","Stag3"
"STAM","8027","20844","Stam"
"STAM2","10254","56324","Stam2"
"STAMBP","10617","70527","Stambp"
"STAMBPL1","57559","76630","Stambpl1"
"STAP1","26228","56792","Stap1"
"STAP2","55620","106766","Stap2"
"STAR","6770","20845","Star"
"STARD10","10809","56018","Stard10"
"STARD13","90627","243362","Stard13"
"STARD3","10948","59045","Stard3"
"STARD3NL","83930","76205","Stard3nl"
"STARD4","134429","170459","Stard4"
"STARD5","80765","170460","Stard5"
"STARD6","147323","170461","Stard6"
"STARD7","56910","99138","Stard7"
"STARD8","9754","236920","Stard8"
"STARD9","57519","668880","Stard9"
"STAT1","6772","20846","Stat1"
"STAT2","6773","20847","Stat2"
"STAT3","6774","20848","Stat3"
"STAT4","6775","20849","Stat4"
"STAT5A","6776","20850","Stat5a"
"STAT5B","6777","20851","Stat5b"
"STAT6","6778","20852","Stat6"
"STAU1","6780","20853","Stau1"
"STAU2","27067","29819","Stau2"
"STBD1","8987","52331","Stbd1"
"STC1","6781","20855","Stc1"
"STC2","8614","20856","Stc2"
"STEAP2","261729","74051","Steap2"
"STEAP3","55240","68428","Steap3"
"STEAP4","79689","117167","Steap4"
"STEEP1","63932","77644","Steep1"
"STEEP1","63932","77644","C330007P06Rik"
"STIL","6491","20460","Stil"
"STIM1","6786","20866","Stim1"
"STIM2","57620","116873","Stim2"
"STING1","340061","72512","Sting1"
"STIP1","10963","20867","Stip1"
"STK10","6793","20868","Stk10"
"STK11","6794","20869","Stk11"
"STK11IP","114790","71728","Stk11ip"
"STK16","8576","20872","Stk16"
"STK17B","9262","98267","Stk17b"
"STK19","8859","54402","Stk19"
"STK24","8428","223255","Stk24"
"STK25","10494","59041","Stk25"
"STK26","51765","70415","Stk26"
"STK3","6788","56274","Stk3"
"STK31","56164","77485","Stk31"
"STK32A","202374","269019","Stk32a"
"STK32B","55351","64293","Stk32b"
"STK32C","282974","57740","Stk32c"
"STK33","65975","117229","Stk33"
"STK35","140901","67333","Stk35"
"STK36","27148","269209","Stk36"
"STK38","11329","106504","Stk38"
"STK38L","23012","232533","Stk38l"
"STK39","27347","53416","Stk39"
"STK4","6789","58231","Stk4"
"STK40","83931","74178","Stk40"
"STKLD1","169436","279029","Stkld1"
"STMN1","3925","16765","Stmn1"
"STMN2","11075","20257","Stmn2"
"STMN3","50861","20262","Stmn3"
"STMN4","81551","56471","Stmn4"
"STMND1","401236","380842","Stmnd1"
"STMP1","647087","67705","1810058I24Rik"
"STN1","79991","108689","Stn1"
"STOM","2040","13830","Stom"
"STOML1","9399","69106","Stoml1"
"STOML2","30968","66592","Stoml2"
"STOML3","161003","229277","Stoml3"
"STON2","85439","108800","Ston2"
"STOX1","219736","216021","Stox1"
"STOX2","56977","71069","Stox2"
"STPG1","90529","78806","Stpg1"
"STPG2","285555","381476","Stpg2"
"STPG3","441476","74472","Stpg3"
"STPG4","285051","75467","Stpg4"
"STRA6","64220","20897","Stra6"
"STRA8","346673","20899","Stra8"
"STRADA","92335","72149","Strada"
"STRADB","55437","227154","Stradb"
"STRAP","11171","20901","Strap"
"STRBP","55342","20744","Strbp"
"STRC","161497","140476","Strc"
"STRIP1","85369","229707","Strip1"
"STRIP2","57464","320609","Strip2"
"STRN","6801","268980","Strn"
"STRN3","29966","94186","Strn3"
"STRN4","29888","97387","Strn4"
"STT3A","3703","16430","Stt3a"
"STT3B","201595","68292","Stt3b"
"STUB1","10273","56424","Stub1"
"STUM","375057","381310","Stum"
"STX11","8676","74732","Stx11"
"STX12","23673","100226","Stx12"
"STX16","8675","228960","Stx16"
"STX17","55014","67727","Stx17"
"STX18","53407","71116","Stx18"
"STX19","415117","68159","Stx19"
"STX1A","6804","20907","Stx1a"
"STX1B","112755","56216","Stx1b"
"STX2","2054","13852","Stx2"
"STX3","6809","20908","Stx3"
"STX4","6810","20909","Stx4a"
"STX5","6811","56389","Stx5a"
"STX6","10228","58244","Stx6"
"STX7","8417","53331","Stx7"
"STX8","9482","55943","Stx8"
"STXBP1","6812","20910","Stxbp1"
"STXBP2","6813","20911","Stxbp2"
"STXBP3","6814","20912","Stxbp3"
"STXBP4","252983","20913","Stxbp4"
"STXBP5","134957","78808","Stxbp5"
"STXBP5L","9515","207227","Stxbp5l"
"STXBP6","29091","217517","Stxbp6"
"STYK1","55359","243659","Styk1"
"STYX","6815","56291","Styx"
"STYXL1","51657","76571","Styxl1"
"STYXL2","92235","240892","Dusp27"
"SUB1","10923","20024","Sub1"
"SUCLA2","8803","20916","Sucla2"
"SUCLG1","8802","56451","Suclg1"
"SUCLG2","8801","20917","Suclg2"
"SUCNR1","56670","84112","Sucnr1"
"SUCO","51430","226551","Suco"
"SUDS3","64426","71954","Suds3"
"SUFU","51684","24069","Sufu"
"SUGCT","79783","192136","Sugct"
"SUGP1","57794","70616","Sugp1"
"SUGP2","10147","234373","Sugp2"
"SUGT1","10910","67955","Sugt1"
"SULF1","23213","240725","Sulf1"
"SULF2","55959","72043","Sulf2"
"SULT1B1","27284","56362","Sult1b1"
"SULT1C2","6819","69083","Sult1c2"
"SULT1C3","442038","20888","Sult1c1"
"SULT1E1","6783","20860","Sult1e1"
"SULT2A1","6822","20859","Sult2a1"
"SULT2A1","6822","434121","Sult2a4"
"SULT2A1","6822","434264","Sult2a5"
"SULT2A1","6822","629203","Sult2a3"
"SULT2A1","6822","629219","Sult2a6"
"SULT2A1","6822","100043194","Sult2a2"
"SULT2A1","6822","76971","Sult2a8"
"SULT2A1","6822","638251","Sult2a7"
"SULT4A1","25830","29859","Sult4a1"
"SULT6B1","391365","73671","Sult6b1"
"SUMF2","25870","67902","Sumf2"
"SUMO1","7341","22218","Sumo1"
"SUMO2","6613","170930","Sumo2"
"SUMO3","6612","20610","Sumo3"
"SUN1","23353","77053","Sun1"
"SUN2","25777","223697","Sun2"
"SUN3","256979","194974","Sun3"
"SUN5","140732","76407","Sun5"
"SUOX","6821","211389","Suox"
"SUPT16H","11198","114741","Supt16"
"SUPT20H","55578","56790","Supt20"
"SUPT3H","8464","109115","Supt3"
"SUPT4H1","6827","20922","Supt4a"
"SUPT5H","6829","20924","Supt5"
"SUPT6H","6830","20926","Supt6"
"SUPT7L","9913","72195","Supt7l"
"SUPV3L1","6832","338359","Supv3l1"
"SURF1","6834","20930","Surf1"
"SURF2","6835","20931","Surf2"
"SURF4","6836","20932","Surf4"
"SURF6","6838","20935","Surf6"
"SUSD1","64420","634731","Susd1"
"SUSD2","56241","71733","Susd2"
"SUSD3","203328","66329","Susd3"
"SUSD4","55061","96935","Susd4"
"SUSD5","26032","382111","Susd5"
"SUSD6","9766","217684","Susd6"
"SUV39H1","6839","20937","Suv39h1"
"SUV39H2","79723","64707","Suv39h2"
"SUZ12","23512","52615","Suz12"
"SV2A","9900","64051","Sv2a"
"SV2B","9899","64176","Sv2b"
"SV2C","22987","75209","Sv2c"
"SVBP","374969","69216","Svbp"
"SVEP1","79987","64817","Svep1"
"SVIL","6840","225115","Svil"
"SVIP","258010","75744","Svip"
"SVOP","55530","68666","Svop"
"SVOPL","136306","320590","Svopl"
"SWAP70","23075","20947","Swap70"
"SWI5","375757","72931","Swi5"
"SWSAP1","126074","66962","Swsap1"
"SWT1","54823","66875","Swt1"
"SYAP1","94056","67043","Syap1"
"SYBU","55638","319613","Sybu"
"SYCE1","93426","74075","Syce1"
"SYCE1L","100130958","668110","Syce1l"
"SYCE2","256126","71846","Syce2"
"SYCE3","644186","75459","Syce3"
"SYCN","342898","68416","Sycn"
"SYCP1","6847","20957","Sycp1"
"SYCP2","10388","320558","Sycp2"
"SYCP2L","221711","637277","Sycp2l"
"SYCP3","50511","20962","Sycp3"
"SYCP3","50511","664829","Slx"
"SYCP3","50511","70691","3830403N18Rik"
"SYCP3","50511","108168590","Gm28553"
"SYCP3","50511","382275","Gm5168"
"SYCP3","50511","105247282","Gm20824"
"SYCP3","50511","331416","Gm773"
"SYCP3","50511","102638610","Gm35134"
"SYCP3","50511","108168548","Gm20897"
"SYCP3","50511","101056210","Gm28576"
"SYCP3","50511","100042417","Gm20916"
"SYCP3","50511","108168555","Gm20896"
"SYCP3","50511","546272","Gm5934"
"SYCP3","50511","100039377","Gm10096"
"SYCP3","50511","102632745","Gm30737"
"SYCP3","50511","100040712","Gm20850"
"SYCP3","50511","101056194","Gm28998"
"SYCP3","50511","100039324","Gm10147"
"SYCP3","50511","108168511","Gm21865"
"SYCP3","50511","108168547","Gm20894"
"SYCP3","50511","108168551","Gm21488"
"SYCP3","50511","380994","Gm20736"
"SYCP3","50511","108168509","Gm20835"
"SYCP3","50511","100861839","Gm21258"
"SYCP3","50511","22526","Gm4836"
"SYCP3","50511","73329","Gm20870"
"SYCP3","50511","108168594","Gm21117"
"SYCP3","50511","108168582","Gm20911"
"SYCP3","50511","100042594","Gm20931"
"SYCP3","50511","100039120","Gm14525"
"SYCP3","50511","100861973","Gm21366"
"SYCP3","50511","100042110","Gm20903"
"SYCP3","50511","108168552","Gm20890"
"SYCP3","50511","382301","Sly"
"SYCP3","50511","100042578","Gm20929"
"SYCP3","50511","100861906","Gm21317"
"SYCP3","50511","100042109","Gm10488"
"SYCP3","50511","100862025","Gm21409"
"SYCP3","50511","100039240","Gm10058"
"SYCP3","50511","100039585","Gm14819"
"SYCP3","50511","100038977","Gm1993"
"SYCP3","50511","619991","Gm6121"
"SYCP3","50511","546282","Gm5935"
"SYCP3","50511","75514","1700013H16Rik"
"SYCP3","50511","108167378","Gm20814"
"SYCP3","50511","100039467","Gm10487"
"SYCP3","50511","108168557","Gm21627"
"SYCP3","50511","100039550","Gm10486"
"SYCP3","50511","108168553","Gm20883"
"SYCP3","50511","100042201","Gm20906"
"SYCP3","50511","382277","Gm5169"
"SYCP3","50511","108168545","Gm20855"
"SYCP3","50511","100042175","Gm10230"
"SYCP3","50511","100039065","Gm2030"
"SYCP3","50511","100042144","Gm14632"
"SYCP3","50511","100039030","Gm2012"
"SYCP3","50511","108168559","Gm21477"
"SYCP3","50511","100043216","Gm4297"
"SYCP3","50511","22441","Xlr"
"SYCP3","50511","108168510","Gm20905"
"SYDE1","85360","71709","Syde1"
"SYDE2","84144","214804","Syde2"
"SYF2","25949","68592","Syf2"
"SYK","6850","20963","Syk"
"SYMPK","8189","68188","Sympk"
"SYN1","6853","20964","Syn1"
"SYN2","6854","20965","Syn2"
"SYN3","8224","27204","Syn3"
"SYNC","81493","68828","Sync"
"SYNCRIP","10492","56403","Syncrip"
"SYNDIG1","79953","433485","Syndig1"
"SYNDIG1L","646658","627191","Syndig1l"
"SYNE1","23345","64009","Syne1"
"SYNE2","23224","319565","Syne2"
"SYNE3","161176","212073","Syne3"
"SYNE4","163183","233066","Syne4"
"SYNGAP1","8831","240057","Syngap1"
"SYNGR1","9145","20972","Syngr1"
"SYNGR2","9144","20973","Syngr2"
"SYNGR3","9143","20974","Syngr3"
"SYNGR4","23546","58867","Syngr4"
"SYNJ1","8867","104015","Synj1"
"SYNJ2","8871","20975","Synj2"
"SYNJ2BP","55333","24071","Synj2bp"
"SYNJ2BP-COX16","100529257","105940408","Gm20498"
"SYNM","23336","233335","Synm"
"SYNPO","11346","104027","Synpo"
"SYNPO2","171024","118449","Synpo2"
"SYNPO2L","79933","68760","Synpo2l"
"SYNPR","132204","72003","Synpr"
"SYNRG","11276","217030","Synrg"
"SYP","6855","20977","Syp"
"SYPL1","6856","19027","Sypl"
"SYPL2","284612","17306","Sypl2"
"SYS1","90196","66460","Sys1"
"SYT1","6857","20979","Syt1"
"SYT10","341359","54526","Syt10"
"SYT11","23208","229521","Syt11"
"SYT12","91683","171180","Syt12"
"SYT13","57586","80976","Syt13"
"SYT14","255928","329324","Syt14"
"SYT15","83849","319508","Syt15"
"SYT16","83851","238266","Syt16"
"SYT17","51760","110058","Syt17"
"SYT2","127833","20980","Syt2"
"SYT3","84258","20981","Syt3"
"SYT4","6860","20983","Syt4"
"SYT5","6861","53420","Syt5"
"SYT6","148281","54524","Syt6"
"SYT7","9066","54525","Syt7"
"SYT8","90019","55925","Syt8"
"SYT9","143425","60510","Syt9"
"SYTL1","84958","269589","Sytl1"
"SYTL2","54843","83671","Sytl2"
"SYTL3","94120","83672","Sytl3"
"SYTL4","94121","27359","Sytl4"
"SYTL5","94122","236643","Sytl5"
"SYVN1","84447","74126","Syvn1"
"SZRD1","26099","213491","Szrd1"
"SZT2","23334","230676","Szt2"
"TAAR1","134864","111174","Taar1"
"TAAR2","9287","209512","Taar2"
"TAAR5","9038","215854","Taar5"
"TAAR6","319100","215855","Taar6"
"TAAR8","83551","215859","Taar8a"
"TAAR8","83551","382348","Taar8b"
"TAAR8","83551","494546","Taar8c"
"TAAR9","134860","503558","Taar9"
"TAB1","10454","66513","Tab1"
"TAB2","23118","68652","Tab2"
"TAB3","257397","66724","Tab3"
"TAC1","6863","21333","Tac1"
"TAC3","6866","21334","Tac2"
"TAC4","255061","93670","Tac4"
"TACC1","6867","320165","Tacc1"
"TACC2","10579","57752","Tacc2"
"TACC3","10460","21335","Tacc3"
"TACO1","51204","70207","Taco1"
"TACR1","6869","21336","Tacr1"
"TACR2","6865","21337","Tacr2"
"TACR3","6870","21338","Tacr3"
"TACSTD2","4070","56753","Tacstd2"
"TADA1","117143","27878","Tada1"
"TADA2A","6871","217031","Tada2a"
"TADA2B","93624","231151","Tada2b"
"TADA3","10474","101206","Tada3"
"TAF10","6881","24075","Taf10"
"TAF11","6882","68776","Taf11"
"TAF12","6883","66464","Taf12"
"TAF13","6884","99730","Taf13"
"TAF15","8148","70439","Taf15"
"TAF1A","9015","21339","Taf1a"
"TAF1B","9014","21340","Taf1b"
"TAF1C","9013","21341","Taf1c"
"TAF1D","79101","75316","Taf1d"
"TAF2","6873","319944","Taf2"
"TAF3","83860","209361","Taf3"
"TAF4","6874","228980","Taf4"
"TAF4B","6875","72504","Taf4b"
"TAF5","6877","226182","Taf5"
"TAF5L","27097","102162","Taf5l"
"TAF6","6878","21343","Taf6"
"TAF7","6879","24074","Taf7"
"TAF7L","54457","74469","Taf7l"
"TAF7L","54457","619332","Taf7l2"
"TAF8","129685","63856","Taf8"
"TAF9","6880","108143","Taf9"
"TAF9B","51616","407786","Taf9b"
"TAFA1","407738","320265","Tafa1"
"TAFA2","338811","268354","Tafa2"
"TAFA3","284467","329731","Tafa3"
"TAFA4","151647","320701","Tafa4"
"TAFA5","25817","106014","Tafa5"
"TAFAZZIN","6901","66826","Taz"
"TAGAP","117289","72536","Tagap"
"TAGAP","117289","380608","Tagap1"
"TAGLN","6876","21345","Tagln"
"TAGLN2","8407","21346","Tagln2"
"TAGLN3","29114","56370","Tagln3"
"TAL1","6886","21349","Tal1"
"TAL2","6887","21350","Tal2"
"TALDO1","6888","21351","Taldo1"
"TAMALIN","160622","56149","Tamalin"
"TAMM41","132001","68971","Tamm41"
"TANC1","85461","66860","Tanc1"
"TANC2","26115","77097","Tanc2"
"TANGO2","128989","27883","Tango2"
"TANGO6","79613","272538","Tango6"
"TANK","10010","21353","Tank"
"TAOK1","57551","216965","Taok1"
"TAOK2","9344","381921","Taok2"
"TAOK3","51347","330177","Taok3"
"TAP1","6890","21354","Tap1"
"TAP2","6891","21355","Tap2"
"TAPBP","6892","21356","Tapbp"
"TAPBPL","55080","213233","Tapbpl"
"TAPT1","202018","231225","Tapt1"
"TARBP1","6894","212728","Tarbp1"
"TARBP2","6895","21357","Tarbp2"
"TARDBP","23435","230908","Tardbp"
"TARM1","441864","245126","Tarm1"
"TARS1","6897","110960","Tars"
"TARS2","80222","71807","Tars2"
"TARS3","123283","272396","Tarsl2"
"TAS1R1","80835","110326","Tas1r1"
"TAS1R2","80834","83770","Tas1r2"
"TAS1R3","83756","83771","Tas1r3"
"TAS2R1","50834","57254","Tas2r119"
"TAS2R10","50839","387346","Tas2r114"
"TAS2R10","50839","387342","Tas2r107"
"TAS2R10","50839","387340","Tas2r104"
"TAS2R10","50839","57252","Tas2r105"
"TAS2R10","50839","387341","Tas2r106"
"TAS2R13","50838","387349","Tas2r121"
"TAS2R13","50838","387339","Tas2r102"
"TAS2R13","50838","387351","Tas2r124"
"TAS2R16","50833","387347","Tas2r118"
"TAS2R3","50831","574417","Tas2r137"
"TAS2R38","5726","387513","Tas2r138"
"TAS2R39","259285","353148","Tas2r139"
"TAS2R4","50832","57253","Tas2r108"
"TAS2R40","259286","387515","Tas2r144"
"TAS2R41","259287","387353","Tas2r126"
"TAS2R42","353164","387356","Tas2r131"
"TAS2R60","338398","387512","Tas2r135"
"TAS2R7","50837","387355","Tas2r130"
"TASL","80231","71398","Tasl"
"TASOR","23272","218850","Tasor"
"TASOR2","54906","105203","Tasor2"
"TASP1","55617","75812","Tasp1"
"TAT","6898","234724","Tat"
"TATDN1","83940","69694","Tatdn1"
"TATDN2","9797","381801","Tatdn2"
"TATDN3","128387","68972","Tatdn3"
"TAX1BP1","8887","52440","Tax1bp1"
"TAX1BP3","30851","76281","Tax1bp3"
"TBATA","219793","65971","Tbata"
"TBC1D1","23216","57915","Tbc1d1"
"TBC1D10A","83874","103724","Tbc1d10a"
"TBC1D10B","26000","68449","Tbc1d10b"
"TBC1D10C","374403","108995","Tbc1d10c"
"TBC1D12","23232","209478","Tbc1d12"
"TBC1D13","54662","70296","Tbc1d13"
"TBC1D14","57533","100855","Tbc1d14"
"TBC1D15","64786","66687","Tbc1d15"
"TBC1D16","125058","207592","Tbc1d16"
"TBC1D17","79735","233204","Tbc1d17"
"TBC1D19","55296","67249","Tbc1d19"
"TBC1D2","55357","381605","Tbc1d2"
"TBC1D20","128637","67231","Tbc1d20"
"TBC1D21","161514","74286","Tbc1d21"
"TBC1D22A","25771","223754","Tbc1d22a"
"TBC1D22B","55633","381085","Tbc1d22b"
"TBC1D23","55773","67581","Tbc1d23"
"TBC1D24","57465","224617","Tbc1d24"
"TBC1D25","4943","209815","Tbc1d25"
"TBC1D2B","23102","67016","Tbc1d2b"
"TBC1D30","23329","74694","Tbc1d30"
"TBC1D31","93594","210544","Tbc1d31"
"TBC1D32","221322","544696","Tbc1d32"
"TBC1D4","9882","210789","Tbc1d4"
"TBC1D5","9779","72238","Tbc1d5"
"TBC1D8","11138","54610","Tbc1d8"
"TBC1D8B","54885","245638","Tbc1d8b"
"TBC1D9","23158","71310","Tbc1d9"
"TBC1D9B","23061","76795","Tbc1d9b"
"TBCA","6902","21371","Tbca"
"TBCB","1155","66411","Tbcb"
"TBCC","6903","72726","Tbcc"
"TBCCD1","55171","70573","Tbccd1"
"TBCD","6904","108903","Tbcd"
"TBCE","6905","70430","Tbce"
"TBCEL","219899","272589","Tbcel"
"TBCK","93627","271981","Tbck"
"TBK1","29110","56480","Tbk1"
"TBKBP1","9755","73174","Tbkbp1"
"TBL1XR1","79718","81004","Tbl1xr1"
"TBL2","26608","27368","Tbl2"
"TBL3","10607","213773","Tbl3"
"TBP","6908","21374","Tbp"
"TBPL1","9519","237336","Tbpl1"
"TBPL2","387332","227606","Tbpl2"
"TBR1","10716","21375","Tbr1"
"TBRG1","84897","21376","Tbrg1"
"TBRG4","9238","21379","Tbrg4"
"TBX1","6899","21380","Tbx1"
"TBX10","347853","109575","Tbx10"
"TBX15","6913","21384","Tbx15"
"TBX18","9096","76365","Tbx18"
"TBX19","9095","83993","Tbx19"
"TBX2","6909","21385","Tbx2"
"TBX20","57057","57246","Tbx20"
"TBX21","30009","57765","Tbx21"
"TBX22","50945","245572","Tbx22"
"TBX3","6926","21386","Tbx3"
"TBX4","9496","21387","Tbx4"
"TBX5","6910","21388","Tbx5"
"TBX6","6911","21389","Tbx6"
"TBXA2R","6915","21390","Tbxa2r"
"TBXAS1","6916","21391","Tbxas1"
"TBXT","6862","20997","T"
"TC2N","123036","74413","Tc2n"
"TCAF1","9747","77574","Tcaf1"
"TCAF2","285966","232748","Tcaf2"
"TCAIM","285343","382117","Tcaim"
"TCAP","8557","21393","Tcap"
"TCEA1","6917","21399","Tcea1"
"TCEA2","6919","21400","Tcea2"
"TCEA3","6920","21401","Tcea3"
"TCEAL1","9338","237052","Tceal1"
"TCEAL3","85012","594844","Tceal3"
"TCEAL5","340543","331532","Tceal5"
"TCEAL6","158931","66104","Tceal6"
"TCEAL7","56849","100040972","Tceal7"
"TCEAL8","90843","66684","Tceal8"
"TCEAL9","51186","22381","Tceal9"
"TCEANC","170082","245695","Tceanc"
"TCEANC2","127428","66526","Tceanc2"
"TCERG1","10915","56070","Tcerg1"
"TCERG1L","256536","70571","Tcerg1l"
"TCF12","6938","21406","Tcf12"
"TCF15","6939","21407","Tcf15"
"TCF19","6941","106795","Tcf19"
"TCF20","6942","21411","Tcf20"
"TCF20","6942","105590","Zfp957"
"TCF21","6943","21412","Tcf21"
"TCF23","150921","69852","Tcf23"
"TCF24","100129654","100039596","Tcf24"
"TCF25","22980","66855","Tcf25"
"TCF3","6929","21423","Tcf3"
"TCF4","6925","21413","Tcf4"
"TCF7","6932","21414","Tcf7"
"TCF7L1","83439","21415","Tcf7l1"
"TCF7L2","6934","21416","Tcf7l2"
"TCFL5","10732","277353","Tcfl5"
"TCHH","7062","99681","Tchh"
"TCHHL1","126637","71325","Tchhl1"
"TCHP","84260","77832","Tchp"
"TCIM","56892","69068","Tcim"
"TCIRG1","10312","27060","Tcirg1"
"TCL1A","8115","21432","Tcl1"
"TCL1B","9623","27378","Tcl1b3"
"TCL1B","9623","27382","Tcl1b5"
"TCL1B","9623","27380","Tcl1b4"
"TCL1B","9623","27381","Tcl1b2"
"TCL1B","9623","27379","Tcl1b1"
"TCN2","6948","21452","Tcn2"
"TCOF1","6949","21453","Tcof1"
